"PID","DAY","ANX1","ANX2","ANX3","ANX4","ANX5","ANX6","RUM1","RUM2","RUM3","LON1","LON2","LON3","LON4","LON5","LON6"
"DISS-3049",4,1,3,3,2,3,2,4,6,7,3,3,4,4,2,2
"DISS-3049",5,1,3,2,1,1,2,3,2,2,2,1,1,1,1,1
"DISS-3049",6,1,2,2,1,2,2,6,7,6,2,1,1,1,1,1
"DISS-3049",7,2,2,3,1,2,3,5,5,5,3,1,2,2,1,1
"DISS-3050",1,4,1,1,4,4,1,4,2,2,1,1,1,1,1,1
"DISS-3050",2,3,2,1,3,4,2,4,3,3,2,2,2,2,2,2
"DISS-3050",3,3,2,1,2,4,2,3,3,2,2,2,2,3,2,2
"DISS-3050",4,2,2,1,2,2,3,2,2,2,1,1,1,1,1,1
"DISS-3050",5,4,1,1,4,4,1,6,3,3,2,1,2,2,1,1
"DISS-3050",6,3,1,2,3,2,2,5,5,5,1,1,2,1,1,2
"DISS-3050",7,3,2,1,3,2,2,3,2,2,1,1,2,1,2,1
"DISS-3051",1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3051",2,2,3,3,3,3,3,5,5,5,2,3,2,2,3,3
"DISS-3051",3,2,3,2,2,3,2,3,3,3,3,2,2,3,2,2
"DISS-3051",4,2,2,1,2,2,3,3,3,3,2,2,2,2,2,2
"DISS-3051",5,3,1,3,2,2,1,3,3,3,2,1,1,1,1,1
"DISS-3051",6,3,2,2,3,2,3,5,5,3,3,2,2,2,2,3
"DISS-3051",7,2,2,1,1,2,2,5,5,3,3,2,2,3,2,4
"DISS-3052",1,2,2,2,3,2,2,6,6,6,3,3,3,3,3,3
"DISS-3052",2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2
"DISS-3052",3,2,3,3,2,2,2,5,4,4,3,2,3,3,3,3
"DISS-3052",4,1,4,1,1,3,2,6,6,6,1,1,1,1,1,1
"DISS-3052",5,2,3,2,3,2,3,3,4,3,2,3,2,3,3,3
"DISS-3052",6,2,3,2,2,2,3,2,3,4,3,4,2,2,2,2
"DISS-3052",7,2,2,2,3,2,3,3,4,3,2,3,2,3,2,3
"DISS-3053",1,1,3,1,1,1,3,4,2,2,2,3,3,3,2,1
"DISS-3053",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3053",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3053",4,2,3,3,2,1,1,2,1,6,2,1,2,1,1,1
"DISS-3053",5,2,3,2,2,3,2,3,2,2,2,2,1,2,2,1
"DISS-3053",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3053",7,2,3,2,1,2,2,7,7,7,4,3,5,5,2,1
"DISS-3054",1,3,2,3,3,3,3,4,4,4,2,3,3,4,3,3
"DISS-3054",2,1,2,3,1,3,3,6,6,6,2,3,3,5,2,3
"DISS-3054",3,1,2,2,1,1,2,5,6,6,2,1,1,5,2,1
"DISS-3054",4,1,2,3,1,2,4,4,4,4,5,2,2,4,2,2
"DISS-3054",5,1,1,2,1,1,2,2,4,4,3,1,1,1,1,1
"DISS-3054",6,1,1,2,2,2,2,7,4,4,2,1,1,2,1,1
"DISS-3054",7,1,1,2,1,1,2,4,4,4,5,1,5,5,1,1
"DISS-3055",1,3,2,3,2,2,3,4,3,4,3,2,3,3,2,3
"DISS-3055",2,1,1,2,1,2,1,4,5,4,2,3,2,3,2,1
"DISS-3055",3,1,3,2,3,2,1,1,4,2,1,3,1,3,2,3
"DISS-3055",4,2,1,2,1,2,1,3,2,3,1,1,1,2,1,2
"DISS-3055",5,3,2,2,3,2,4,6,4,5,4,2,5,5,3,4
"DISS-3055",6,3,2,3,3,2,3,4,5,3,3,2,4,3,3,4
"DISS-3055",7,2,4,2,4,2,3,4,4,6,2,4,2,3,4,2
"DISS-3056",1,1,3,2,1,2,1,2,1,4,5,2,4,5,2,2
"DISS-3056",2,1,3,3,1,1,1,3,3,3,5,1,2,2,2,2
"DISS-3056",3,2,2,2,2,1,1,4,4,4,5,1,1,1,1,2
"DISS-3056",4,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1
"DISS-3056",5,3,2,2,1,1,1,2,2,2,4,1,2,2,1,2
"DISS-3056",6,3,1,1,2,1,1,2,2,2,1,1,1,1,1,1
"DISS-3056",7,2,2,2,1,1,1,3,3,3,3,1,2,2,1,1
"DISS-3057",1,3,3,2,3,3,3,4,5,5,1,1,1,1,1,1
"DISS-3057",2,2,2,2,3,2,2,5,4,4,2,2,2,2,2,2
"DISS-3057",3,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2
"DISS-3057",4,2,3,2,2,3,3,4,4,4,2,2,2,2,2,2
"DISS-3057",5,2,3,2,2,3,2,6,6,6,2,2,2,2,2,2
"DISS-3057",6,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2
"DISS-3057",7,2,3,2,2,2,2,5,5,5,2,2,2,2,2,2
"DISS-3058",1,2,1,1,3,3,3,4,4,3,2,2,2,1,1,1
"DISS-3058",2,2,1,1,3,3,2,4,4,3,1,1,1,1,1,1
"DISS-3058",3,2,3,3,2,2,3,6,6,6,3,3,3,3,5,3
"DISS-3058",4,3,1,1,2,3,2,4,2,3,2,2,1,2,2,2
"DISS-3058",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3058",6,1,4,4,1,2,3,5,7,7,2,2,2,1,1,1
"DISS-3058",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3059",1,3,4,4,2,3,4,5,5,2,3,3,4,5,2,2
"DISS-3059",2,2,3,1,2,2,2,4,4,4,1,1,1,1,1,1
"DISS-3059",3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3059",4,3,2,2,3,2,3,4,3,2,3,3,2,2,2,2
"DISS-3059",5,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2
"DISS-3059",6,3,2,1,1,2,1,2,2,2,2,2,2,3,3,2
"DISS-3059",7,4,4,3,3,3,4,4,4,4,4,3,3,2,2,2
"DISS-3060",1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1
"DISS-3060",2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3060",3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3060",4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3060",5,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3060",6,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3060",7,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1
"DISS-3061",1,3,1,1,2,3,1,2,2,2,1,1,1,1,1,1
"DISS-3061",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3061",3,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3061",4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"DISS-3061",5,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"DISS-3061",6,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3061",7,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3062",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3062",2,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3062",3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3062",4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3062",5,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3062",6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3062",7,4,1,1,2,3,1,1,1,1,1,1,1,1,1,1
"DISS-3063",1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,2
"DISS-3063",2,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3063",3,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1
"DISS-3063",4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3063",5,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3063",6,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3063",7,1,2,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3064",1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"DISS-3064",2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3064",3,2,2,1,2,2,2,3,2,3,1,1,1,1,1,1
"DISS-3064",4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3064",5,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1
"DISS-3064",6,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3064",7,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3065",1,3,1,1,4,4,2,1,1,1,1,1,1,1,1,1
"DISS-3065",2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3065",3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3065",4,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1
"DISS-3065",5,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3065",6,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3065",7,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3066",1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1
"DISS-3066",2,4,1,1,3,4,1,1,1,1,1,1,1,1,1,1
"DISS-3066",3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1
"DISS-3066",4,2,3,1,2,4,1,1,1,1,1,1,1,1,1,1
"DISS-3066",5,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1
"DISS-3066",6,1,1,3,1,3,1,1,1,1,1,1,1,2,1,1
"DISS-3066",7,1,1,1,1,4,1,4,3,1,1,1,1,1,1,1
"DISS-3067",1,1,2,3,4,2,4,1,1,1,5,5,5,5,5,5
"DISS-3067",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3067",3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3067",4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2
"DISS-3067",5,2,2,3,3,1,3,1,1,1,1,2,3,2,2,2
"DISS-3067",6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"DISS-3067",7,3,2,2,4,4,2,1,1,1,2,2,3,2,1,1
"DISS-3068",1,1,3,3,1,2,1,2,2,2,1,1,1,1,1,1
"DISS-3068",2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
"DISS-3068",3,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1
"DISS-3068",4,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1
"DISS-3068",5,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3068",6,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"DISS-3068",7,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3069",1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"DISS-3069",2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3069",3,3,1,1,3,3,1,1,1,1,2,2,1,1,1,1
"DISS-3069",4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3069",5,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3069",6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3069",7,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3070",1,3,1,1,3,3,1,2,2,2,1,1,1,1,1,1
"DISS-3070",2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3070",3,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1
"DISS-3070",4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3070",5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
"DISS-3070",6,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1
"DISS-3070",7,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1
"DISS-3071",1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"DISS-3071",2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5
"DISS-3071",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3071",4,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1
"DISS-3071",5,1,1,1,2,2,2,2,2,4,1,1,1,2,2,1
"DISS-3071",6,1,2,1,1,1,1,4,2,2,1,1,1,1,2,1
"DISS-3071",7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3072",1,2,1,1,2,1,1,5,5,3,2,1,1,1,1,1
"DISS-3072",2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1
"DISS-3072",3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3072",4,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3072",5,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"DISS-3072",6,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1
"DISS-3072",7,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3073",1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3073",2,3,1,1,3,3,1,1,1,1,1,1,1,1,2,1
"DISS-3073",3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3073",4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3073",5,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1
"DISS-3073",6,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3073",7,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3074",1,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3074",2,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3074",3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"DISS-3074",4,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"DISS-3074",5,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3074",6,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"DISS-3074",7,4,1,1,4,2,1,1,1,1,1,1,1,1,1,1
"DISS-3075",1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1
"DISS-3075",2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1
"DISS-3075",3,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1
"DISS-3075",4,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1
"DISS-3075",5,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3075",6,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3075",7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3076",1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3076",2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3076",3,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1
"DISS-3076",4,2,3,2,2,1,2,2,1,2,1,1,1,1,1,1
"DISS-3076",5,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3076",6,2,2,2,1,3,1,1,1,1,1,2,2,2,2,2
"DISS-3076",7,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3077",1,3,1,1,3,3,1,2,2,2,1,1,1,1,1,1
"DISS-3077",2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3077",3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3077",4,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3077",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3077",6,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3077",7,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3078",1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,3
"DISS-3078",2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2
"DISS-3078",3,2,1,2,1,2,1,3,2,1,1,1,1,1,1,1
"DISS-3078",4,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3078",5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3078",6,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3078",7,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3079",1,4,1,1,3,4,1,1,1,1,1,2,1,1,2,1
"DISS-3079",2,2,1,1,3,4,1,2,2,2,1,1,1,1,1,1
"DISS-3079",3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3079",4,2,3,1,2,3,2,1,1,1,1,1,1,1,1,1
"DISS-3079",5,3,1,1,3,3,1,1,1,2,1,1,1,1,1,1
"DISS-3079",6,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3079",7,3,2,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3080",1,2,3,4,2,1,3,5,5,5,4,3,5,4,2,2
"DISS-3080",2,2,2,1,2,2,1,5,5,5,2,1,4,4,2,2
"DISS-3080",3,1,2,2,1,2,3,2,2,2,2,1,3,3,1,2
"DISS-3080",4,3,2,1,3,3,2,5,5,4,3,2,2,3,2,3
"DISS-3080",5,3,2,1,2,1,1,3,5,3,3,2,2,1,1,3
"DISS-3080",6,3,1,1,3,2,1,1,1,1,1,2,2,3,1,2
"DISS-3080",7,2,2,1,2,2,2,5,5,5,2,2,4,3,2,3
"DISS-3081",1,3,1,1,3,4,1,1,3,4,1,1,1,1,1,1
"DISS-3081",2,1,2,3,2,1,3,5,5,5,4,1,3,2,1,3
"DISS-3081",3,1,4,4,1,1,4,7,7,7,5,4,5,5,3,5
"DISS-3081",4,2,3,2,2,2,2,7,7,7,3,1,4,3,2,2
"DISS-3081",5,1,3,2,1,2,3,4,3,3,4,2,4,2,2,2
"DISS-3081",6,2,3,3,1,1,2,1,1,1,4,1,1,3,1,1
"DISS-3081",7,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1
"DISS-3082",1,4,1,2,3,3,2,4,4,1,2,2,2,2,2,2
"DISS-3082",2,4,1,1,4,1,2,1,1,1,2,3,3,1,3,3
"DISS-3082",3,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3082",4,2,3,4,2,1,3,7,2,5,2,2,4,2,2,2
"DISS-3082",5,2,4,4,2,1,3,7,7,7,1,1,1,1,1,1
"DISS-3082",6,2,4,4,2,1,4,7,7,7,2,1,3,2,1,1
"DISS-3082",7,2,2,2,2,3,2,7,7,7,1,1,1,1,1,1
"DISS-3083",1,3,1,1,3,3,1,5,6,5,2,2,2,1,1,1
"DISS-3083",2,2,3,2,3,3,2,5,6,4,2,1,2,3,1,2
"DISS-3083",3,3,1,1,3,3,2,5,4,3,2,1,1,2,1,2
"DISS-3083",4,3,2,2,3,2,3,2,1,2,4,1,2,2,2,3
"DISS-3083",5,1,2,1,2,2,2,5,6,4,3,2,3,2,3,2
"DISS-3083",6,3,2,1,4,4,2,2,2,4,1,1,1,1,1,1
"DISS-3083",7,3,1,1,2,2,1,5,6,2,1,1,2,1,2,1
"DISS-3084",1,2,3,3,2,1,2,4,2,2,3,2,3,3,1,1
"DISS-3084",2,1,4,3,1,2,3,5,5,5,5,5,5,4,3,3
"DISS-3084",3,1,4,4,1,1,4,6,6,6,5,5,5,5,5,5
"DISS-3084",4,1,4,4,1,2,4,5,5,6,5,5,5,5,4,5
"DISS-3084",5,1,4,4,1,1,4,5,5,5,5,5,5,5,5,4
"DISS-3084",6,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1
"DISS-3084",7,2,3,2,2,2,2,4,3,3,1,1,1,1,1,1
"DISS-3085",1,1,4,4,1,1,4,3,3,6,2,5,5,5,5,5
"DISS-3085",2,1,1,4,1,1,4,7,7,7,5,4,5,5,5,5
"DISS-3085",3,1,4,4,1,1,4,7,7,7,2,5,5,5,2,5
"DISS-3085",4,1,1,1,1,1,2,7,7,7,5,5,5,5,5,5
"DISS-3085",5,2,2,2,2,2,1,6,6,6,5,5,5,5,5,5
"DISS-3085",6,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5
"DISS-3085",7,1,2,1,1,1,1,4,4,4,5,5,5,5,5,5
"DISS-3086",1,1,4,4,1,1,4,4,4,4,5,5,5,5,1,5
"DISS-3086",2,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5
"DISS-3086",3,1,2,2,2,2,2,4,4,4,5,5,5,5,5,5
"DISS-3086",4,1,2,2,2,1,2,4,4,4,2,2,3,3,3,3
"DISS-3086",5,1,2,2,2,2,2,4,4,4,3,3,3,3,3,3
"DISS-3086",6,4,1,1,3,4,1,4,4,4,1,1,1,1,1,1
"DISS-3086",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3087",1,3,4,2,2,2,3,4,4,5,2,2,1,3,2,2
"DISS-3087",2,3,3,3,1,1,3,5,5,5,2,3,2,3,3,3
"DISS-3087",3,3,2,3,3,3,2,5,3,4,2,1,3,3,3,2
"DISS-3087",4,2,3,3,2,1,3,5,5,5,2,2,3,3,3,3
"DISS-3087",5,2,3,3,2,1,4,5,5,5,2,2,3,3,2,3
"DISS-3087",6,2,3,3,1,1,4,5,5,5,3,3,3,3,3,2
"DISS-3087",7,2,2,3,2,3,3,6,6,6,2,2,3,3,3,2
"DISS-3088",1,4,1,1,4,3,1,7,2,3,3,1,1,1,1,1
"DISS-3088",2,2,1,1,2,2,1,4,2,2,3,1,1,1,1,1
"DISS-3088",3,2,3,1,2,3,2,4,1,1,3,1,1,1,1,1
"DISS-3088",4,2,4,2,2,2,4,4,4,4,3,1,1,1,1,1
"DISS-3088",5,2,2,1,2,2,1,1,1,1,3,1,1,1,1,1
"DISS-3088",6,3,1,1,1,4,1,1,1,1,2,1,1,1,1,1
"DISS-3088",7,2,3,4,2,1,3,7,7,7,3,1,1,1,1,1
"DISS-3089",1,2,1,2,2,2,1,6,6,6,3,2,3,3,1,2
"DISS-3089",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3089",3,3,1,2,3,3,1,4,4,4,1,1,1,1,1,1
"DISS-3089",4,2,1,2,2,3,1,4,4,3,2,1,1,1,1,1
"DISS-3089",5,2,1,2,2,3,1,5,5,5,2,1,1,1,1,1
"DISS-3089",6,2,1,3,2,2,1,6,6,6,3,2,2,3,1,2
"DISS-3089",7,3,2,4,2,2,1,6,6,6,3,1,1,1,1,1
"DISS-3090",1,4,1,1,2,2,1,6,5,5,3,1,1,1,1,1
"DISS-3090",2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3090",3,3,1,2,2,2,1,6,1,6,3,1,1,1,1,1
"DISS-3090",4,4,1,2,2,3,2,5,1,5,1,1,1,1,1,1
"DISS-3090",5,3,1,2,3,1,1,4,1,4,2,1,1,1,1,1
"DISS-3090",6,4,1,1,3,2,3,4,1,4,2,1,1,1,1,1
"DISS-3090",7,4,1,1,4,4,1,4,4,4,1,1,1,1,1,1
"DISS-3091",1,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3
"DISS-3091",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3091",3,3,3,2,2,2,2,4,4,5,2,3,3,3,1,1
"DISS-3091",4,2,4,3,4,2,3,5,4,3,4,3,3,2,4,3
"DISS-3091",5,2,3,2,3,3,3,3,5,6,2,2,1,2,2,2
"DISS-3091",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3091",7,2,3,2,3,2,4,4,5,4,4,3,2,3,3,3
"DISS-3092",1,2,3,3,4,2,3,4,5,5,2,3,2,3,2,4
"DISS-3092",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3092",3,3,3,2,3,3,3,3,4,5,3,4,3,3,4,4
"DISS-3092",4,2,1,1,1,2,2,3,4,5,3,1,2,3,2,4
"DISS-3092",5,2,2,2,2,1,2,5,5,4,3,2,2,2,2,2
"DISS-3092",6,2,2,2,2,1,3,5,4,6,3,2,3,2,1,4
"DISS-3092",7,3,2,2,3,3,3,4,3,4,4,3,3,3,4,4
"DISS-3093",1,3,1,1,3,3,2,4,4,4,3,1,2,1,1,1
"DISS-3093",2,1,4,4,1,1,3,4,5,5,1,4,4,4,1,3
"DISS-3093",3,3,2,1,3,3,2,4,4,4,2,1,2,1,1,1
"DISS-3093",4,1,4,4,1,1,1,5,5,5,5,5,5,5,1,5
"DISS-3093",5,1,4,4,1,1,3,7,7,7,5,5,5,5,3,3
"DISS-3093",6,4,1,1,1,4,2,6,6,6,1,1,1,1,1,1
"DISS-3093",7,3,1,1,3,2,1,5,5,5,1,4,4,4,1,1
"DISS-3094",1,1,4,4,1,2,4,6,5,7,4,4,5,4,3,3
"DISS-3094",2,2,2,2,3,3,2,6,4,5,2,1,1,1,1,1
"DISS-3094",3,3,2,2,3,3,1,6,5,5,1,1,1,1,1,1
"DISS-3094",4,1,4,4,1,1,4,7,5,6,5,3,4,4,2,2
"DISS-3094",5,2,2,3,2,2,4,6,6,7,2,2,2,2,3,1
"DISS-3094",6,1,4,4,1,1,4,7,5,7,4,5,3,3,2,3
"DISS-3094",7,2,1,2,3,3,2,4,5,5,2,2,1,1,1,1
"DISS-3095",1,3,1,3,3,1,1,3,5,5,3,2,3,4,1,2
"DISS-3095",2,2,3,2,2,2,3,3,3,3,3,1,1,1,1,1
"DISS-3095",3,3,2,3,2,2,3,3,3,2,3,2,3,2,3,3
"DISS-3095",4,2,3,2,3,1,2,5,3,3,3,2,3,2,3,3
"DISS-3095",5,3,2,2,3,2,2,5,3,4,3,2,3,2,3,3
"DISS-3095",6,2,1,2,3,2,2,4,2,4,3,2,3,3,2,3
"DISS-3095",7,3,2,2,1,2,3,4,3,3,3,2,3,2,2,3
"DISS-3096",1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3096",2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3096",3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3096",4,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1
"DISS-3096",5,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1
"DISS-3096",6,1,1,3,1,2,1,4,4,4,2,2,1,2,1,1
"DISS-3096",7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3097",1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3097",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3097",3,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3097",4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"DISS-3097",5,2,2,1,2,3,2,1,1,1,1,1,1,1,1,1
"DISS-3097",6,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1
"DISS-3097",7,3,2,1,2,3,3,4,5,4,1,1,1,1,1,1
"DISS-3098",1,4,3,3,3,1,3,1,1,1,1,1,1,1,1,1
"DISS-3098",2,3,2,1,3,3,2,1,1,1,1,1,1,1,1,1
"DISS-3098",3,3,2,1,2,2,2,1,4,4,1,1,1,1,1,1
